City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
287,broome,42.2506,-75.833,29.15,48,40,1.54,US,1721590405
288,bandarbeyla,9.4942,50.8122,25.37,81,68,15.88,SO,1721590407
289,urazovo,50.0836,38.0395,22.11,44,39,3.14,RU,1721590408
290,mossel bay,-34.1831,22.146,10.8,73,0,1.02,ZA,1721590409
291,shaping,22.7545,112.9565,28.57,77,98,2.71,CN,1721590410
292,pauini,-7.7136,-66.9764,36.43,22,92,1.53,BR,1721590411
293,papao,-17.75,-149.55,24.82,68,87,11.5,PF,1721590412
294,badagry,6.4167,2.8833,24.13,86,29,4.13,NG,1721590413
295,nova sintra,14.8667,-24.7167,25.05,77,0,6.8,CV,1721590414
296,los alamos,35.8881,-106.307,23.87,44,0,2.06,US,1721590416
297,aricak,38.5639,40.1347,25.14,33,0,3.52,TR,1721590417
298,shahecheng,36.9383,114.5058,29.4,84,55,0.64,CN,1721590418
299,grand falls-windsor,48.9332,-55.6649,25.84,57,100,2.24,CA,1721590419
300,alice springs,-23.7,133.8833,-0.25,80,0,2.57,AU,1721590420
301,brazzaville,-4.2658,15.2832,25.17,64,12,2.57,CG,1721590421
302,pemalang,-6.9,109.3667,23.59,74,17,2.85,ID,1721590422
303,kerben,40.2951,72.1863,25.28,39,100,2.96,KG,1721590423
304,bel ombre,-4.6167,55.4167,25.91,89,40,5.66,SC,1721590425
305,tres isletas,-26.3407,-60.4321,26.78,41,0,2.71,AR,1721590426
306,petropavlovsk-kamchatsky,53.0452,158.6483,9.33,100,100,0.0,RU,1721590153
307,jinghong,21.991,100.7341,21.76,99,99,0.92,CN,1721590428
308,kavaratti,10.5669,72.642,27.26,89,100,5.36,IN,1721590429
309,kiunga,-6.1219,141.2906,21.99,99,100,0.76,PG,1721590430
310,haiku-pauwela,20.9219,-156.3051,28.43,62,20,5.36,US,1721590432
311,tolanaro,-25.0319,46.9987,19.04,94,20,0.0,MG,1721590433
312,thunder bay,48.4001,-89.3168,23.99,41,20,2.57,CA,1721590369
313,saint-leu,-21.15,55.2833,18.86,87,0,0.87,RE,1721590435
314,buta,2.7858,24.73,20.47,92,99,0.61,CD,1721590436
315,sodra sandby,56.5667,16.6167,19.38,89,13,2.06,SE,1721590439
316,chimore,-16.9833,-65.1333,31.38,34,8,1.89,BO,1721590440
317,sainte-rose,16.3324,-61.6979,31.02,62,75,7.2,GP,1721590441
318,grand-bassam,5.2118,-3.7388,23.98,89,8,3.94,CI,1721590442
319,i-n-salah,27.1935,2.4607,38.77,9,0,5.59,DZ,1721590443
320,la passe,45.5549,-0.8967,18.34,72,96,6.21,FR,1721590444
321,necochea,-38.5473,-58.7368,10.65,60,0,2.7,AR,1721590445
322,chibougamau,49.9168,-74.3659,14.79,67,100,6.17,CA,1721590446
323,vadakku valliyur,8.3833,77.65,25.5,73,98,2.13,IN,1721590448
324,amga,60.8953,131.9608,12.29,95,21,0.58,RU,1721590449
325,melekeok village,7.4957,134.6367,26.31,89,100,1.54,PW,1721590450
326,cowra,-33.8333,148.6833,8.58,77,100,1.91,AU,1721590451
327,radhakund,27.5333,77.4833,33.2,55,46,4.48,IN,1721590452
328,nar'yan-mar,67.6713,53.087,10.74,63,95,2.02,RU,1721590453
329,bodo,67.28,14.405,24.02,50,0,8.75,NO,1721590454
330,ugurludag,40.4463,34.4526,24.78,49,27,3.11,TR,1721590456
331,sola,-13.8833,167.55,26.69,81,2,8.25,VU,1721590457
332,sligo,54.2697,-8.4694,15.17,96,100,1.54,IE,1721590458
333,sandnessjoen,66.0217,12.6316,25.06,47,0,4.12,NO,1721590459
334,hadithah,34.1397,42.3781,35.9,22,0,6.33,IQ,1721590460
335,masterton,-40.9597,175.6575,8.94,96,100,1.89,NZ,1721590461
336,west mackay,-21.1481,149.1605,9.24,54,0,5.53,AU,1721590462
337,zaozersk,69.4005,32.4476,17.51,72,96,1.08,RU,1721590463
338,quzhou,28.9594,118.8686,25.01,81,30,0.93,CN,1721590465
339,makaha,21.4694,-158.2175,27.95,61,75,4.63,US,1721590466
340,trondheim,63.4305,10.3951,25.03,55,63,1.34,NO,1721590467
341,pangody,65.85,74.4859,8.47,64,0,3.49,RU,1721590468
342,lagoa,39.05,-27.9833,22.67,77,99,2.85,PT,1721590469
343,khandyga,62.6667,135.6,12.85,95,74,0.52,RU,1721590470
344,naama,33.2667,-0.3167,35.63,15,1,4.19,DZ,1721590471
345,priozersk,61.0393,30.1291,19.44,93,1,1.94,RU,1721590472
346,basco,20.4487,121.9702,29.73,79,100,7.83,PH,1721590474
347,fauske,67.2588,15.3918,24.02,58,18,3.92,NO,1721590475
348,shikarpur,27.9571,68.6379,34.94,56,100,5.64,PK,1721590476
349,pangai,-19.8,-174.35,24.06,83,20,4.63,TO,1721590477
350,nynashamn,58.9034,17.9479,17.87,96,50,2.83,SE,1721590478
351,nahrin,36.0649,69.1334,25.19,30,5,1.55,AF,1721590479
352,memmingen,47.9837,10.1853,20.99,88,75,5.66,DE,1721590480
353,yankton,42.8711,-97.3973,30.06,61,20,2.57,US,1721590482
354,fougamou,-1.2154,10.5838,24.81,60,14,0.92,GA,1721590483
355,dzhalagash,45.0833,64.6667,26.28,34,0,3.66,KZ,1721590484
356,srivardhan,18.0333,73.0167,26.86,87,100,7.77,IN,1721590485
357,carnarvon,-24.8667,113.6333,18.66,49,0,2.21,AU,1721590486
358,kargasok,59.0556,80.8572,13.14,87,100,3.25,RU,1721590488
359,al qaryatayn,34.2296,37.2407,26.27,43,0,4.07,SY,1721590489
360,holdrege,40.4403,-99.3698,26.81,62,75,2.57,US,1721590490
361,puerto lopez,4.0845,-72.956,27.39,78,96,3.08,CO,1721590491
362,mar del plata,-38.0023,-57.5575,11.64,73,95,3.13,AR,1721590492
363,mindelo,16.8901,-24.9804,28.75,54,20,8.75,CV,1721590493
364,chardara,41.2547,67.9692,27.29,32,0,3.52,KZ,1721590495
365,agua prieta,31.3,-109.5667,31.87,35,31,1.25,MX,1721590496
366,hami,42.8,93.45,30.57,24,47,8.6,CN,1721590497
367,barcelos,41.5388,-8.6151,27.18,76,0,2.39,PT,1721590498
368,nampula,-15.1165,39.2666,19.97,83,0,3.09,MZ,1721590499
369,pecanha,-18.5486,-42.5569,21.95,55,8,2.44,BR,1721590500
370,ilhabela,-23.7781,-45.3581,19.98,74,0,2.28,BR,1721590501
371,nikopol,47.5712,34.3964,28.14,36,100,3.78,UA,1721590504
372,pandan,14.0453,124.1694,26.91,86,100,4.72,PH,1721590505
373,terbanggi besar,-4.8667,105.2333,23.13,89,1,2.85,ID,1721590506
374,coquimbo,-29.9533,-71.3436,15.85,72,40,6.17,CL,1721590507
375,armacao de buzios,-22.7469,-41.8817,25.03,75,0,4.67,BR,1721590508
376,mandan,46.8267,-100.8896,29.89,56,0,2.57,US,1721590509
377,santaluz,-11.2558,-39.3747,26.33,41,19,5.54,BR,1721590511
378,perry,37.2506,-83.1999,25.4,78,100,1.03,US,1721590512
379,dunedin,-45.8742,170.5036,7.67,77,100,6.71,NZ,1721590513
380,queenstown,-31.8976,26.8753,7.13,36,100,1.06,ZA,1721589968
381,mezhdurechensk,53.6942,88.0603,15.7,97,100,1.23,RU,1721590235
382,moree,-29.4667,149.85,4.83,86,0,0.88,AU,1721590517
383,labytnangi,66.6572,66.4183,9.0,71,62,4.01,RU,1721590519
384,gorontalo,0.5412,123.0595,24.96,88,100,2.1,ID,1721590521
385,essaouira,31.5125,-9.77,20.8,89,0,13.03,MA,1721590522
386,vernon,50.2581,-119.2691,33.74,24,0,1.54,CA,1721590523
387,krasnoturansk,54.3186,91.5639,15.6,97,100,5.0,RU,1721590524
388,amol,36.4696,52.3507,24.29,81,100,1.97,IR,1721590525
389,kupang,-10.1667,123.5833,25.32,78,2,4.12,ID,1721590526
390,shiraz,29.6036,52.5388,31.69,13,0,7.2,IR,1721590527
391,fort bragg,35.139,-79.006,32.04,63,75,1.54,US,1721590528
392,north platte,41.1239,-100.7654,27.84,49,0,5.14,US,1721590301
393,sinabang,2.4803,96.3801,27.14,81,100,2.12,ID,1721590531
394,znamenskoye,57.1281,73.8282,14.38,84,100,2.88,RU,1721590532
395,kolonia town,6.964,158.206,25.0,100,40,0.0,FM,1721590533
396,meulaboh,4.1363,96.1285,26.24,85,100,1.84,ID,1721590534
397,geraldton,-28.7667,114.6,8.23,81,0,6.17,AU,1721590535
398,nizhneudinsk,54.9076,99.0276,17.15,85,100,1.11,RU,1721590536
399,umm kaddadah,13.6017,26.6876,30.49,49,94,5.35,SD,1721590537
400,crane,31.3974,-102.3501,33.79,30,99,3.76,US,1721590539
401,katabu,-4.9333,122.5167,23.1,92,73,2.17,ID,1721590540
402,haimen,23.1935,116.6142,26.94,86,96,1.13,CN,1721590541
403,antonio enes,-16.2325,39.9086,21.91,73,4,3.44,MZ,1721590542
404,sidney,-33.8679,151.2073,8.55,78,3,3.6,AU,1721590534
405,launceston,-41.45,147.1667,10.8,100,75,6.69,AU,1721590544
406,cockburn town,21.4612,-71.1419,28.35,84,100,7.7,TC,1721590381
407,klyuchi,52.2667,79.1667,19.04,81,84,3.81,RU,1721590546
408,krasnokamensk,50.0979,118.0369,16.34,80,30,2.09,RU,1721590547
409,madalena,41.2162,-8.3345,26.42,57,0,1.36,PT,1721590549
410,yamethin,20.4333,96.15,23.86,98,100,4.57,MM,1721590550
411,vilyuysk,63.7553,121.6247,16.16,65,100,2.76,RU,1721590551
412,bou arada,36.3525,9.6218,33.47,28,8,2.66,TN,1721590552
413,vorkuta,67.5,64.0,8.25,65,98,3.03,RU,1721590553
414,bubaque,11.2833,-15.8333,26.97,84,100,6.45,GW,1721590554
415,mishkino,55.3389,63.9175,16.02,96,100,3.35,RU,1721590555
416,hadibu,12.65,54.0333,26.39,81,100,9.81,YE,1721590556
417,nouadhibou,20.931,-17.0347,22.36,80,16,7.37,MR,1721590558
418,illizi,26.4833,8.4667,38.89,11,0,3.96,DZ,1721590559
419,achinsk,56.2694,90.4993,16.37,94,92,1.97,RU,1721590560
420,lerwick,60.1545,-1.1494,13.0,88,100,4.8,GB,1721590561
421,suruc,36.9761,38.425,31.34,30,0,3.27,TR,1721590562
422,hue,16.4667,107.6,28.06,78,75,2.06,VN,1721590563
423,antsiranana,-12.2787,49.2917,22.44,84,19,5.9,MG,1721590564
424,tralee,52.2704,-9.7026,15.47,95,100,3.47,IE,1721590567
425,kastsyukowka,52.5387,30.9173,22.0,64,0,2.0,BY,1721590568
426,port macquarie,-31.4333,152.9167,6.71,83,0,0.89,AU,1721590534
427,yulinshi,38.2906,109.7494,27.59,46,5,1.15,CN,1721590570
428,dalnerechensk,45.9339,133.7225,18.81,97,10,2.69,RU,1721590571
429,tazacorte,28.629,-17.9293,24.54,69,40,6.69,ES,1721590572
430,addiet canna,11.2667,37.4833,14.23,97,99,0.75,ET,1721590573
431,praia da vitoria,38.7333,-27.0667,25.98,73,75,1.77,PT,1721590575
432,little chute,44.28,-88.3184,26.11,50,93,0.89,US,1721590576
433,coron,11.9986,120.2043,26.49,85,100,3.75,PH,1721590577
434,kangding,30.0513,101.9603,17.84,97,100,0.21,CN,1721590578
435,sihanoukville,10.6093,103.5296,25.97,100,100,1.03,KH,1721590579
436,ambovombe,-25.1667,46.0833,19.11,85,39,3.11,MG,1721590580
437,podporozh'ye,60.9112,34.1706,15.37,74,0,2.43,RU,1721590581
438,broken hill,-31.95,141.4333,7.98,55,38,4.28,AU,1721590583
439,nizhneangarsk,55.7833,109.55,17.82,62,100,2.35,RU,1721590584
440,mount darwin,-16.7725,31.5838,14.89,54,3,0.84,ZW,1721590585
441,nampa,43.5407,-116.5635,37.8,25,0,4.63,US,1721590586
442,kailua-kona,19.6406,-155.9956,29.6,70,0,3.6,US,1721590587
443,frontera,26.9333,-101.45,32.72,44,75,6.17,MX,1721590588
444,verneuil-sur-avre,48.7395,0.9273,17.78,93,98,3.1,FR,1721590589
445,celendin,-6.8703,-78.1517,22.29,43,80,3.54,PE,1721590590
446,bafilo,9.35,1.2667,20.98,97,91,1.28,TG,1721590592
447,kidal,18.4411,1.4078,34.69,34,99,4.03,ML,1721590593
448,notse,6.95,1.1667,23.56,84,33,2.8,TG,1721590594
449,ciudad lazaro cardenas,17.9583,-102.2,29.73,66,87,4.25,MX,1721590595
450,sabang,5.8933,95.3214,28.77,78,100,6.98,ID,1721590596
451,cadillac,44.2519,-85.4012,26.95,54,20,3.09,US,1721590597
452,pokrovsk,48.282,37.1758,25.42,30,100,3.11,UA,1721590598
453,mount isa,-20.7333,139.5,7.87,49,0,2.06,AU,1721590601
454,el porvenir,13.7617,-87.3458,29.63,69,100,0.66,HN,1721590602
455,nago,26.5881,127.9761,30.08,85,20,3.5,JP,1721590603
456,codrington,-38.2667,141.9667,12.0,91,97,6.64,AU,1721590604
457,zhongshu,24.5167,103.7667,17.52,99,46,1.11,CN,1721590605
458,agat village,13.3886,144.6585,28.06,89,0,2.06,GU,1721590606
459,bartlesville,36.7473,-95.9808,26.97,72,75,4.12,US,1721590607
460,choibalsan,48.0667,114.5,19.78,78,100,4.24,MN,1721590609
461,fisterra,42.9049,-9.2629,18.19,78,0,8.93,ES,1721590610
462,dar kulayb,26.0686,50.5039,38.09,48,99,3.49,BH,1721590611
463,tommot,58.9564,126.2925,14.22,92,6,1.11,RU,1721590612
464,westport,41.1415,-73.3579,30.73,49,0,3.6,US,1721590613
465,coronel dorrego,-38.7187,-61.2873,12.97,43,5,4.12,AR,1721590614
466,san julian,21.0167,-102.1667,24.06,47,68,2.44,MX,1721590615
467,tromso,69.6496,18.957,20.01,64,0,3.6,NO,1721590617
468,kapa'a,22.0752,-159.319,27.28,74,20,5.66,US,1721590619
469,urengoy,65.9667,78.3667,7.94,61,1,3.37,RU,1721590620
470,benguela,-12.5763,13.4055,21.37,83,80,1.78,AO,1721590621
471,san juan,-31.5375,-68.5364,14.22,32,7,2.94,AR,1721590620
472,sol'-iletsk,51.1631,54.9918,24.25,53,2,5.63,RU,1721590623
473,iranshahr,27.2025,60.6848,39.19,29,20,0.0,IR,1721590624
474,salaspils,56.8601,24.3654,18.24,86,1,1.47,LV,1721590626
475,quelimane,-17.8786,36.8883,21.97,78,0,3.09,MZ,1721590628
476,greymouth,-42.4667,171.2,5.83,90,100,2.97,NZ,1721590629
477,yallahs,17.8748,-76.5624,33.85,73,100,6.45,JM,1721590630
478,arteche,12.2645,125.4048,26.31,87,100,3.26,PH,1721590631
479,tamiahua,21.2667,-97.45,29.48,70,92,3.82,MX,1721590632
480,baki,-7.6128,110.7839,21.1,93,34,2.73,ID,1721590633
481,cruzeiro,-22.5761,-44.9628,24.09,45,0,1.47,BR,1721590635
482,severo-yeniseyskiy,60.3725,93.0408,13.74,96,23,1.39,RU,1721590636
483,saint-denis,48.9167,2.3333,22.45,63,0,6.17,FR,1721590637
484,undurkhaan,47.3194,110.6556,16.3,97,100,3.02,MN,1721590638
485,champerico,14.3,-91.9167,34.3,72,65,2.97,GT,1721590639
486,dryden,49.7833,-92.7503,25.16,33,0,1.54,CA,1721590640
487,west hattiesburg,31.3191,-89.3751,29.12,70,20,3.6,US,1721590641
488,inari,68.906,27.0288,25.11,61,90,2.5,FI,1721590642
489,chandauli,25.2667,83.2667,30.03,56,100,5.26,IN,1721590644
490,nelson bay,-32.7167,152.15,8.89,91,0,5.99,AU,1721590645
491,benalla,-36.55,145.9833,7.85,97,100,1.93,AU,1721590646
492,itaituba,-4.2761,-55.9836,35.09,43,40,4.63,BR,1721590647
493,junin de los andes,-39.9504,-71.0694,10.8,52,0,0.54,AR,1721590648
494,senanga,-16.1167,23.2667,17.47,20,10,2.11,ZM,1721590650
495,faya-largeau,17.9257,19.1043,37.63,28,5,4.88,TD,1721590651
496,nuuk,64.1835,-51.7216,8.34,76,20,5.14,GL,1721590653
497,megalopoli,37.4011,22.1422,26.25,63,0,1.47,GR,1721590654
498,kill devil hills,36.0307,-75.676,27.21,79,0,2.57,US,1721590655
499,xinyuan,37.3,99.0,10.65,97,100,1.07,CN,1721590656
500,vadso,70.0744,29.7487,24.49,68,0,2.06,NO,1721590657
501,escanaba,45.7453,-87.0646,27.77,57,0,4.63,US,1721590658
502,mhamid,29.82,-5.72,39.82,9,0,2.53,MA,1721590659
503,mugia,43.1041,-9.2179,18.28,80,0,7.62,ES,1721590660
504,kalamata,37.0389,22.1142,28.87,54,0,5.14,GR,1721590662
505,smithers,54.7804,-127.1743,26.18,47,20,2.06,CA,1721590663
506,dauphin,51.1494,-100.0502,29.08,65,0,3.6,CA,1721590664
507,cruzeiro do sul,-29.5128,-51.9853,19.73,81,100,0.32,BR,1721590665
508,jieshi,22.8134,115.8257,28.49,84,100,4.12,CN,1721590666
509,cusset,46.13,3.4596,21.19,95,8,1.67,FR,1721590667
510,touros,-5.1989,-35.4608,25.28,77,29,6.71,BR,1721590668
511,ceerigaabo,10.6162,47.368,20.68,62,77,8.89,SO,1721590670
512,ingeniero jacobacci,-41.3427,-69.5448,10.6,36,0,2.81,AR,1721590671
513,ad dilam,23.9915,47.1627,38.23,13,100,1.42,SA,1721590672
514,takoradi,4.8845,-1.7554,23.78,88,50,3.83,GH,1721590673
515,les cayes,18.2,-73.75,29.71,75,42,5.2,HT,1721590674
516,chui,-33.6971,-53.4616,17.6,84,44,2.66,UY,1721590675
517,luwero,0.8492,32.4731,18.84,95,76,1.16,UG,1721590676
518,shahpur,16.7,76.8333,23.95,85,100,7.06,IN,1721590677
519,revda,56.801,59.9303,11.51,88,100,3.65,RU,1721590679
520,ubinskoye,55.3068,79.6802,16.41,91,100,1.64,RU,1721590680
521,swift current,50.2834,-107.8014,30.45,42,20,3.09,CA,1721590681
522,ulladulla,-35.35,150.4667,7.9,80,4,2.45,AU,1721590682
523,barreirinha,-2.7933,-57.07,31.77,48,36,1.4,BR,1721590683
524,ta`u,-14.2336,-169.5144,26.59,69,83,10.28,AS,1721590684
525,ternate,0.8,127.4,25.88,80,100,2.28,ID,1721590685
526,lamba,6.3597,124.8122,23.41,87,78,1.56,PH,1721590686
527,lazaro cardenas,17.9583,-102.2,29.73,66,87,4.25,MX,1721590595
528,morteau,47.0667,6.6167,20.74,82,75,1.54,FR,1721590689
529,al jawf,29.5,38.75,31.05,16,0,2.25,SA,1721590690
530,northam,51.0333,-4.2167,16.88,83,55,5.73,GB,1721590691
531,rio gallegos,-51.6226,-69.2181,11.03,62,0,9.26,AR,1721590527
532,gaya,24.7833,85.0,30.8,69,100,4.38,IN,1721590650
533,gerash,27.6652,54.1371,35.08,28,69,1.11,IR,1721590694
534,sorong,-0.8833,131.25,24.43,92,100,3.89,ID,1721590695
535,nuku'alofa,-21.1333,-175.2,23.19,94,20,4.12,TO,1721590696
536,myski,53.709,87.8014,15.36,97,100,1.51,RU,1721590697
537,karratha,-20.7377,116.8463,18.03,27,5,4.65,AU,1721590699
538,emerald,-23.5333,148.1667,7.1,66,0,5.12,AU,1721590446
539,wang sai phun,16.3885,100.538,27.7,100,100,1.35,TH,1721590701
540,holualoa,19.6228,-155.9522,27.53,73,0,3.6,US,1721590703
541,nabire,-3.3667,135.4833,23.55,94,100,1.28,ID,1721590704
542,puerto escondido,15.85,-97.0667,30.46,79,75,1.54,MX,1721590705
543,salalah,17.0151,54.0924,25.05,100,100,1.54,OM,1721590706
544,omdurman,15.6445,32.4777,33.04,41,15,9.14,SD,1721590708
545,tharyarwady,17.65,95.8,24.37,98,100,3.41,MM,1721590709
546,la foa,-21.7108,165.8276,18.28,72,58,0.92,NC,1721590710
547,anan,33.9167,134.65,26.88,94,75,1.54,JP,1721590711
548,deder,9.3167,41.45,15.2,85,91,2.75,ET,1721590712
549,igarka,67.4667,86.5833,5.78,75,0,5.4,RU,1721590713
550,kencong,-8.2833,113.3667,23.31,85,100,0.94,ID,1721590714
551,rio grande,-32.035,-52.0986,19.06,80,100,1.82,BR,1721590715
552,fortuna,40.5982,-124.1573,16.63,93,75,6.17,US,1721590717
553,nobeoka,32.5833,131.6667,25.28,92,0,1.55,JP,1721590718
554,stettler,52.3168,-112.7186,32.08,24,0,4.47,CA,1721590719
555,ghat,24.9647,10.1728,35.35,11,2,4.13,LY,1721590720
556,taulaga,-11.0553,-171.0883,27.71,74,36,9.77,AS,1721590721
557,utete,-7.986,38.758,19.3,86,14,1.45,TZ,1721590722
558,simrishamn,55.5565,14.3504,18.53,81,91,5.86,SE,1721590723
559,plastun,44.7561,136.2939,18.06,97,1,2.4,RU,1721590726
560,corcova,44.7,23.05,22.91,71,0,2.38,RO,1721590727
561,amos,48.5669,-78.1162,19.03,49,97,2.4,CA,1721590728
562,fuglafjordur,62.244,-6.814,11.26,87,49,8.88,FO,1721590729
563,nemuro,43.3236,145.575,16.58,97,34,7.2,JP,1721590730
564,magadan,59.5667,150.8,13.16,93,100,1.84,RU,1721590731
565,limbe,4.0242,9.2149,24.36,87,59,3.43,CM,1721590733
566,kasane,-17.8167,25.15,17.26,32,1,2.49,BW,1721590734
567,tindouf,27.6711,-8.1474,44.25,9,20,1.54,DZ,1721590735
568,sirte,31.2089,16.5887,28.51,62,0,4.24,LY,1721590737
569,sokoni,-6.4333,39.55,23.92,70,18,5.78,TZ,1721590738
570,sen monorom,12.45,107.2,20.76,99,100,1.87,KH,1721590739
571,komlo,46.1928,18.2649,24.69,58,0,1.66,HU,1721590741
572,najran,17.4924,44.1277,33.36,35,100,2.86,SA,1721590742
573,guarapari,-20.6667,-40.4975,22.72,78,11,2.03,BR,1721590743
574,alofi,-19.0595,-169.9187,23.94,78,100,3.6,NU,1721590744
575,ialibu,-6.2821,143.9935,14.12,100,95,0.34,PG,1721590745
576,antofagasta,-23.65,-70.4,16.6,76,0,3.47,CL,1721590746
